Product Name,Original Price,Discounted Price,Discount Percentage,Customer Rating (out of 5),Number of Reviews,Product URL,Category
2025 New Alpine Loop Strap For Apple Watch Ultra 2 Band 49mm 10 9 8 7 46mm 42mm 45mm - Black,"UGX 75,000 - UGX 85,000","UGX 60,000",29%,,,https://www.jumia.ug/generic-2025-new-alpine-loop-strap-for-apple-watch-ultra-2-band-49mm-10-9-8-7-46mm-42mm-45mm-black-255756923.html,smart watch
HD Curved Tempered Glass-Tecno Spark Power 2,,"UGX 32,000",,,,https://www.jumia.ug/hd-curved-tempered-glass-tecno-spark-power-2-generic-mpg86412.html,smart watch
3PCS Full Screen Protector For Xiaomi Redmi Watch 2 Lite 2lite Curved Film Samrtwatch Mi Poco Watch Lite Protective Not Gl-3 PCS,"UGX 160,172","UGX 92,900",42%,,,https://www.jumia.ug/generic-3pcs-full-screen-protector-for-xiaomi-redmi-watch-2-lite-2lite-curved-film-samrtwatch-mi-poco-watch-lite-protective-not-gl-3-pcs-34745510.html,smart watch
HD Curved Tempered Glass-Infinix Note 8,,"UGX 29,000",,2.0,1.0,https://www.jumia.ug/hd-curved-tempered-glass-infinix-note-8-generic-mpg72165.html,smart watch
BT Smart Watch Color May Vary - Black,,"UGX 28,000",,3.6,19.0,https://www.jumia.ug/bt-smart-watch-black.-generic-mpg1870775.html,smart watch
"Series 8 Fitness I20 Ultra Max SUIT 10 In 1 Set Smartwatch With TWS Earphone Wireless 7 Straps 2.3"" Heart Rate Tracker Ultra 8 Smart Watch 49mm","UGX 180,000","UGX 170,000",6%,5.0,1.0,https://www.jumia.ug/generic-series-8-fitness-i20-ultra-max-suit-10-in-1-set-smartwatch-with-tws-earphone-wireless-7-straps-2.3-heart-rate-tracker-ultra-8-smart-watch-49mm-201611346.html,smart watch
HD Curved Tempered Glass-Samsung Galaxy S10+,"UGX 35,000","UGX 18,000",49%,3.5,2.0,https://www.jumia.ug/hd-curved-tempered-glass-samsung-galaxy-s10-generic-mpg70644.html,smart watch
"Oraimo Smart Watch 1.69'' IPS Screen IP68 Waterproof, Black","UGX 200,000","UGX 175,100",12%,,,https://www.jumia.ug/smart-watch-1.69-ips-screen-ip68-waterproof-black-oraimo-mpg6417770.html,smart watch
"Wireless Charger 3 In 1,RTOPS Magnetic Travel Wireless Charging Station Multiple Devices,GaN 3 In 1 Charging Station,Compatible For IPhone15/14/13/12/Pro/Max,iWatch,AirPods 3/2/Pro(Adapter Not Included)",,"UGX 145,000",,,,https://www.jumia.ug/wireless-charger-3-in-1rtops-magnetic-travel-wireless-charging-station-multiple-devicesgan-3-in-1-charging-stationcompatible-for-iphone15141312promaxiwatchairpods-32proadapter-not-included-generic-mpg6147728.html,smart watch
Soft Glass Film For Apple Watch Series 456 SE 40mm - Transparent,"UGX 25,000 - UGX 45,000","UGX 15,000 - UGX 30,000",43%,,,https://www.jumia.ug/generic-soft-glass-film-for-apple-watch-series-456-se-40mm-transparent-255755260.html,smart watch
Rr4U Smart BT Smart Watch - Black.,"UGX 90,000","UGX 67,000",26%,,,https://www.jumia.ug/rr4u-smart-bt-smart-watch-black.-238900320.html,smart watch
HD Curved Tempered Glass-Nokia 3.4,,"UGX 32,000",,5.0,1.0,https://www.jumia.ug/hd-curved-tempered-glass-nokia-3.4-generic-mpg86342.html,smart watch
Samsung Portable Magnetic Watch Wireless Charger Fast Charging Dock Station For Galaxy Watch - Black,"UGX 100,000","UGX 80,000",20%,,,https://www.jumia.ug/portable-magnetic-watch-wireless-charger-fast-charging-dock-station-for-galaxy-watch-black-samsung-mpg6226536.html,smart watch
Hard PC Screen Protect0r Case Compatible with Google Pixel Watch 3 (2024) 41mm - Black,"UGX 50,000","UGX 30,000",40%,,,https://www.jumia.ug/generic-hard-pc-screen-protect0r-case-compatible-with-google-pixel-watch-3-2024-41mm-black-259075953.html,smart watch
"Amazfit Active 2 Smart Watch 44mm, GPS Maps With Direction, Fitness Tracker Black","UGX 800,000","UGX 780,000",3%,,,https://www.jumia.ug/amazfit-active-2-smart-watch-44mm-gps-maps-with-direction-fitness-tracker-black-246211290.html,smart watch
WL Fast Charging 3 In1 Foldable Wireless Charger Stand Holder Wirel Fast Charging Dock Stand Desktop Charging Station,"UGX 88,500","UGX 74,000",16%,,,https://www.jumia.ug/wl-fast-charging-3-in1-foldable-wireless-charger-stand-holder-wirel-fast-charging-dock-stand-desktop-charging-station-258992296.html,smart watch
HD Curved Tempered Glass-Nokia XR20,,"UGX 32,000",,5.0,1.0,https://www.jumia.ug/hd-curved-tempered-glass-nokia-xr20-generic-mpg86352.html,smart watch
Watch Charger For OPPO Watch 4 Pro / 3 / 3 Pro,"UGX 30,223","UGX 21,137",30%,,,https://www.jumia.ug/generic-watch-charger-for-oppo-watch-4-pro-3-3-pro-199974131.html,smart watch
HD Curved Tempered Glass-Tecno Spark 7P,"UGX 30,000","UGX 17,000",43%,3.5,2.0,https://www.jumia.ug/hd-curved-tempered-glass-tecno-spark-7p-generic-mpg85102.html,smart watch
HD Curved Tempered Glass-Xiaomi Redmi 9T,,"UGX 32,000",,,,https://www.jumia.ug/hd-curved-tempered-glass-xiaomi-redmi-9t-generic-mpg86431.html,smart watch
WL Universal 15 Fast Charging 3 in 1 Foldable Wireless Charger Stand Holder Wireless Fast Charging Dock Stand Desktop Charging Station,"UGX 99,000","UGX 58,000",41%,,,https://www.jumia.ug/wl-universal-15-fast-charging-3-in-1-foldable-wireless-charger-stand-holder-wireless-fast-charging-dock-stand-desktop-charging-station-258477567.html,smart watch
Misxi Hard PC Screen Protectorr Case Compatible with Google Pixel Watch 3 (2024) 41mm - Black,"UGX 50,000","UGX 25,000",50%,,,https://www.jumia.ug/generic-misxi-hard-pc-screen-protectorr-case-compatible-with-google-pixel-watch-3-2024-41mm-black-259076001.html,smart watch
3D Curved Tempered Glass-White IPhone 6s),,"UGX 32,000",,,,https://www.jumia.ug/3d-curved-tempered-glass-white-iphone-6s-generic-mpg86086.html,smart watch
HD Curved Tempered Glass-Samsung Galaxy A03 Core,,"UGX 32,000",,,,https://www.jumia.ug/generic-hd-curved-tempered-glass-samsung-galaxy-a03-core-23734592.html,smart watch
Smart BT T500 Smart Watch  - Black.,"UGX 93,005","UGX 57,900",38%,,,https://www.jumia.ug/smart-bt-t500-smart-watch-black.-31159957.html,smart watch
HD Curved Tempered Glass-Infinix Hot 9,,"UGX 32,000",,5.0,1.0,https://www.jumia.ug/hd-curved-tempered-glass-infinix-hot-9-generic-mpg86320.html,smart watch
Fdj Share this product   Smart Watch Color May Vary - Black,"UGX 90,000","UGX 45,000",50%,,,https://www.jumia.ug/fdj-share-this-product-smart-watch-color-may-vary-black-238900183.html,smart watch
"Wireless Charger 3 in 1,RTOPS Magnetic Travel Wireless Charging Station Multiple Devices,GaN 3 in 1 Charging Station,Compatible for iPhone15/14/13/12/Pro/Max,iWatch,AirPods 3/2/Pro(Adapter not Included)",,"UGX 145,000",,2.0,1.0,https://www.jumia.ug/wireless-charger-3-in-1rtops-magnetic-travel-wireless-charging-station-multiple-devicesgan-3-in-1-charging-stationcompatible-for-iphone15141312promaxiwatchairpods-32proadapter-not-included-generic-mpg5594952.html,smart watch
HD Curved Tempered Glass-White iPhone 7 plus,,"UGX 32,000",,5.0,2.0,https://www.jumia.ug/3d-curved-tempered-glass-white-iphone-7-plus-generic-mpg85055.html,smart watch
WL Universal 15W Fast Charging 3 In1 Foldable Wireless Charger Stand Holder Wirel Fast Charging Dock Stand Desktop Charging Station,"UGX 72,000","UGX 61,000",15%,,,https://www.jumia.ug/wl-universal-15w-fast-charging-3-in1-foldable-wireless-charger-stand-holder-wirel-fast-charging-dock-stand-desktop-charging-station-257933534.html,smart watch
Advanced Bluetooth Smart Watch And Fitness Tracker,"UGX 85,000","UGX 28,000",67%,,,https://www.jumia.ug/generic-advanced-bluetooth-smart-watch-and-fitness-tracker-259245922.html,smart watch
Advanced Bluetooth Smart Watch And Fitness Tracker,"UGX 85,000","UGX 28,000",67%,,,https://www.jumia.ug/generic-advanced-bluetooth-smart-watch-and-fitness-tracker-259037037.html,smart watch
For Samsung Galaxy Watch 4 Clic Case 46mm ( Release) SUPCASE UB Pro Rugged Protective Cover with Watch Strap Bands-Frost Black,"UGX 267,068","UGX 154,900",42%,,,https://www.jumia.ug/generic-for-samsung-galaxy-watch-4-clic-case-46mm-release-supcase-ub-pro-rugged-protective-cover-with-watch-strap-bands-frost-black-34758905.html,smart watch
Qad Share this product   Smartwatch Round Screen IP65 Bluetooth Smart Watch with Sim Toolkit - Black.,"UGX 80,000","UGX 59,000",26%,,,https://www.jumia.ug/qad-share-this-product-smartwatch-round-screen-ip65-bluetooth-smart-watch-with-sim-toolkit-black.-238900380.html,smart watch
Smartwatch Round Screen IP65 Bluetooth Smart Watch with Sim Toolkit - Black.,,"UGX 899,991",,3.0,2.0,https://www.jumia.ug/generic-smartwatch-round-screen-ip65-bluetooth-smart-watch-with-sim-toolkit-black.-4320649.html,smart watch
mibro Watch A2,,"UGX 223,500",,,,https://www.jumia.ug/mibro-watch-a2-112837335.html,smart watch
XIAOMI Mibro A1 Watch Smart Watch 1.3 Inch Sports - Black,,"UGX 250,000",,3.0,1.0,https://www.jumia.ug/xiaomi-mibro-a1-watch-smart-watch-1.3-inch-sports-black-99068834.html,smart watch
HD Curved Tempered Glass-Nokia 4.2,,"UGX 32,000",,3.0,1.0,https://www.jumia.ug/hd-curved-tempered-glass-nokia-4.2-generic-mpg86343.html,smart watch
Ocean Watch Strap Bands  For Apple Watches,,"UGX 25,000",,,,https://www.jumia.ug/generic-ocean-watch-strap-bands-for-apple-watches-98959210.html,smart watch
HD Curved Tempered Glass-Infinix Hot 10 Lite,"UGX 50,000","UGX 34,999",30%,,,https://www.jumia.ug/hd-curved-tempered-glass-infinix-hot-10-lite-generic-mpg3217032.html,smart watch
Metallic Smart watch strap,"UGX 70,000","UGX 55,000",21%,,,https://www.jumia.ug/generic-metallic-smart-watch-strap-259264568.html,smart watch
smart watch,"UGX 90,000","UGX 29,000",68%,,,https://www.jumia.ug/generic-smart-watch-259166091.html,smart watch
Silicone Watch Strap,"UGX 20,800","UGX 17,800",14%,3.5,4.0,https://www.jumia.ug/generic-silicone-watch-strap-107072619.html,smart watch
Straps For Smartwatches (38mm and 44mm)-Black,"UGX 65,003","UGX 57,510",12%,,,https://www.jumia.ug/generic-straps-for-smartwatches-38mm-and-44mm-black-16673805.html,smart watch
Smart watch with 2 Straps and Free Earbuds - Black,"UGX 110,000","UGX 62,000",44%,1.0,1.0,https://www.jumia.ug/generic-smart-watch-with-2-straps-and-free-earbuds-black-134425455.html,smart watch
HD Curved Tempered Glass-Nokia G10,,"UGX 32,000",,5.0,3.0,https://www.jumia.ug/hd-curved-tempered-glass-nokia-g10-generic-mpg86351.html,smart watch
Smartwatch Ultra Smart Watch Series 8 Titanium Waterproof-Black,"UGX 130,005","UGX 102,000",22%,,,https://www.jumia.ug/smartwatch-ultra-smart-watch-series-8-titanium-waterproof-black-57940285.html,smart watch
Silcone strap for smart watches-Maroon,"UGX 50,000","UGX 47,500",5%,,,https://www.jumia.ug/generic-silcone-strap-for-smart-watches-maroon-241977193.html,smart watch
Advanced Smart Watch And Fitness Tracker  - Black,"UGX 80,000","UGX 60,000",25%,,,https://www.jumia.ug/generic-advanced-smart-watch-and-fitness-tracker-black-49088099.html,smart watch
HD Curved Tempered Glass-Samsung Galaxy A02s,,"UGX 26,000",,5.0,1.0,https://www.jumia.ug/hd-curved-tempered-glass-samsung-galaxy-a02s-generic-mpg85099.html,smart watch
"Amazfit Active 2 Smart Watch 44mm, GPS Maps With Direction, Fitness Tracker Black","UGX 800,000","UGX 780,000",3%,,,https://www.jumia.ug/amazfit-active-2-smart-watch-44mm-gps-maps-with-direction-fitness-tracker-black-252438502.html,smart watch
3 In 1 RGB Wireless Charger With Speaker white,,"UGX 185,000",,,,https://www.jumia.ug/generic-3-in-1-rgb-wireless-charger-with-speaker-white-244814385.html,smart watch
Soft Silicone Band for Watch Series 7 6 5 4 3 2 1 38MM 42MM Rubber Watchband Strap for iWatch 7 SE 6/5 42MM 44MM 45MM 49MM -Gray,,"UGX 50,000",,,,https://www.jumia.ug/soft-silicone-band-for-watch-series-7-6-5-4-3-2-1-38mm-42mm-rubber-watchband-strap-for-iwatch-7-se-65-42mm-44mm-45mm-49mm-gray-generic-mpg6241126.html,smart watch
Ocean Strap bands  for apple watches,,"UGX 25,000",,,,https://www.jumia.ug/generic-ocean-strap-bands-for-apple-watches-98955681.html,smart watch
Glass + Cover For Apple Watch case Series 7 8 9 41MM - Black,"UGX 20,000","UGX 15,000",25%,,,https://www.jumia.ug/generic-glass-cover-for-apple-watch-case-series-7-8-9-41mm-black-244082652.html,smart watch
Jetech Screen Protector for Fitbit Blaze Smart Watch Tempered Glass Film,,"UGX 35,000",,,,https://www.jumia.ug/jetech-screen-protector-for-fitbit-blaze-smart-watch-tempered-glass-film-112623851.html,smart watch
"Smartwatch Bluetooth Fitness Bracelet Voice Call Monitor Sport, T500+Pro-Black","UGX 90,000","UGX 66,000",27%,,,https://www.jumia.ug/smartwatch-bluetooth-fitness-bracelet-voice-call-monitor-sport-t500pro-black-245799202.html,smart watch
Wireless Charger Smartwatch Charging Dock For Samsung Gear Samsung Galaxy Watch Gear - Black,"UGX 60,000","UGX 40,000",33%,,,https://www.jumia.ug/generic-wireless-charger-smartwatch-charging-dock-for-samsung-gear-samsung-galaxy-watch-gear-black-258458783.html,smart watch
Glass + Cover For Apple Watch case Series 1 2 3 42MM - Black,"UGX 40,000","UGX 30,000",25%,,,https://www.jumia.ug/generic-glass-cover-for-apple-watch-case-series-1-2-3-42mm-black-244083692.html,smart watch
"3 In 1 Ultimate Combo (Smart Watch, Earbuds & Multi-Functional Box) - Black",,"UGX 275,500",,,,https://www.jumia.ug/generic-3-in-1-ultimate-combo-smart-watch-earbuds-multi-functional-box-black-112786465.html,smart watch
HD Curved Tempered Glass-Infinix Smart HD,,"UGX 32,000",,,,https://www.jumia.ug/hd-curved-tempered-glass-infinix-smart-hd-generic-mpg86335.html,smart watch
HD Curved Tempered Glass-Xiaomi Redmi 9,"UGX 60,000","UGX 35,000",42%,3.0,1.0,https://www.jumia.ug/hd-curved-tempered-glass-xiaomi-redmi-9-generic-mpg86425.html,smart watch
HD Curved Tempered Glass-Xiaomi Redmi Note 9s,,"UGX 32,000",,,,https://www.jumia.ug/hd-curved-tempered-glass-xiaomi-redmi-note-9s-generic-mpg86437.html,smart watch
HD Curved Tempered Glass-Xiaomi Redmi Note 9 Pro,,"UGX 32,000",,,,https://www.jumia.ug/hd-curved-tempered-glass-xiaomi-redmi-note-9-pro-generic-mpg86435.html,smart watch
Silcone strap for smart watches-Gray,,"UGX 50,000",,,,https://www.jumia.ug/silcone-strap-for-smart-watches-gray-generic-mpg6244032.html,smart watch
BT Smart Watch,"UGX 110,000","UGX 37,000",66%,,,https://www.jumia.ug/bt-smart-watch-generic-mpg6349843.html,smart watch
"Honor Band 7, Fitness Tracker, Activity Tracker with Blood Oxygen & Heart Rate Monitor -Emerald Green","UGX 220,000","UGX 198,000",10%,,,https://www.jumia.ug/honor-band-7-fitness-tracker-activity-tracker-with-blood-oxygen-heart-rate-monitor-emerald-green-143743004.html,smart watch
HD Curved Tempered Glass-Infinix Hot 10s,,"UGX 32,000",,,,https://www.jumia.ug/hd-curved-tempered-glass-infinix-hot-10s-generic-mpg86317.html,smart watch
"JW106 Charger Compatible With Samsung Galaxy Watch Active 1 2, Galaxy Watch 3ï¼Å' SM-R500/SM-R830/SM-R820/SM-R840/SM-R850 - USB Charging Cable 3.3ft 100cm - Smartwatch Accessories, Black",,"UGX 103,950",,,,https://www.jumia.ug/generic-jw106-charger-compatible-with-samsung-galaxy-watch-active-1-2-galaxy-watch-3ia-sm-r500sm-r830sm-r820sm-r840sm-r850-usb-charging-cable-3.3ft-100cm-smartwatch-accessories-black-250634157.html,smart watch
HD Curved Tempered Glass-Xiaomi Mi 11X,,"UGX 32,000",,,,https://www.jumia.ug/hd-curved-tempered-glass-xiaomi-mi-11x-generic-mpg86414.html,smart watch
T800 Smart Watch  1.99 Inch Screen Waterproof (White),"UGX 85,000","UGX 68,900",19%,2.0,1.0,https://www.jumia.ug/generic-t800-smart-watch-1.99-inch-screen-waterproof-white-146825621.html,smart watch
One Plus Strap Band Watchband-Black,,"UGX 300,000",,,,https://www.jumia.ug/one-plus-strap-band-watchband-black-28144282.html,smart watch
Magnetic Metal strap -Bright Green,"UGX 35,000","UGX 32,900",6%,,,https://www.jumia.ug/generic-magnetic-metal-strap-bright-green-210574236.html,smart watch
Smartwatch Round Screen Bluetooth Smart Watch with Sim Toolkit - Black.,"UGX 99,995","UGX 98,000",2%,,,https://www.jumia.ug/generic-smartwatch-round-screen-bluetooth-smart-watch-with-sim-toolkit-black.-6696201.html,smart watch
Smart Watch - Black,,"UGX 250,007",,,,https://www.jumia.ug/generic-smart-watch-black-22701703.html,smart watch
Levelo Otto Type-C Apple Watch Wireless Charger Cable - Black,"UGX 150,000","UGX 90,000",40%,,,https://www.jumia.ug/generic-levelo-otto-type-c-apple-watch-wireless-charger-cable-black-246971311.html,smart watch
"JW106 Charger Compatible with Samsung Galaxy Watch Active 1 2, Galaxy Watch 3ï¼Å' SM-R500/SM-R830/SM-R820/SM-R840/SM-R850 - USB Charging Cable 3.3ft 100cm - Smartwatch Accessories, Black",,"UGX 99,000",,,,https://www.jumia.ug/generic-jw106-charger-compatible-with-samsung-galaxy-watch-active-1-2-galaxy-watch-3ia-sm-r500sm-r830sm-r820sm-r840sm-r850-usb-charging-cable-3.3ft-100cm-smartwatch-accessories-black-142780683.html,smart watch
W26 Pro Max And Free Earpods,,"UGX 95,000",,3.5,2.0,https://www.jumia.ug/generic-w26-pro-max-and-free-earpods-180149940.html,smart watch
Ocean Strap bands  for apple watches,,"UGX 25,000",,,,https://www.jumia.ug/generic-ocean-strap-bands-for-apple-watches-98955925.html,smart watch
Ocean Strap bands  for apple watches,,"UGX 25,000",,,,https://www.jumia.ug/generic-ocean-strap-bands-for-apple-watches-98955679.html,smart watch
Green Lion Magnetic Charging iWatch Cable 1.2M ( Type-C Interface ) for iWatch - Silver,,"UGX 96,000",,,,https://www.jumia.ug/green-lion-magnetic-charging-iwatch-cable-1.2m-type-c-interface-for-iwatch-silver-255356492.html,smart watch
HD Curved Tempered Glass-Xiaomi Poco M3 Pro,,"UGX 32,000",,,,https://www.jumia.ug/hd-curved-tempered-glass-xiaomi-poco-m3-pro-generic-mpg86420.html,smart watch
HD Curved Tempered Glass-Xiaomi Redmi 10 Prime,,"UGX 32,000",,,,https://www.jumia.ug/hd-curved-tempered-glass-xiaomi-redmi-10-prime-generic-mpg86423.html,smart watch
Alpine Strap For Apple Watch Band Series 10 9 8 7 SE Ultra 2 (42-44-45-46-49mm) - Black,"UGX 60,000","UGX 58,000",3%,,,https://www.jumia.ug/generic-alpine-strap-for-apple-watch-band-series-10-9-8-7-se-ultra-2-42-44-45-46-49mm-black-255944599.html,smart watch
Smartwatch Bluetooth Bracelet Call Blood Pressure Sport - Black,"UGX 270,100","UGX 135,100",50%,,,https://www.jumia.ug/smartwatch-bluetooth-bracelet-call-blood-pressure-sport-black-245803109.html,smart watch
BT Smart Watch,"UGX 110,000","UGX 37,000",66%,,,https://www.jumia.ug/generic-bt-smart-watch-258808818.html,smart watch
Fg Ultra MAX 7strip Smart Watch-Multicolor,"UGX 350,000","UGX 238,000",32%,,,https://www.jumia.ug/fg-ultra-max-7strip-smart-watch-multicolor-239511006.html,smart watch
"Bluetooth Headset, IOS & Android Ultimate Waterproof Smart Watch Combination - Black, Blue & Navy Blue",,"UGX 80,000",,,,https://www.jumia.ug/generic-bluetooth-headset-ios-android-ultimate-waterproof-smart-watch-combination-black-blue-navy-blue-203179975.html,smart watch
Premium Multi-Function Smart Watch,,"UGX 79,000",,,,https://www.jumia.ug/generic-premium-multi-function-smart-watch-204283496.html,smart watch
HD Curved Tempered Glass-Xiaomi Poco M3,,"UGX 32,000",,,,https://www.jumia.ug/hd-curved-tempered-glass-xiaomi-poco-m3-generic-mpg86419.html,smart watch
Fh I20 Ultra Max Smartwatch With Airpods Pro And 7 Straps (10 In 1) Smart Watch Guard - Multi-colour,,"UGX 200,000",,,,https://www.jumia.ug/fh-i20-ultra-max-smartwatch-with-airpods-pro-and-7-straps-10-in-1-smart-watch-guard-multi-colour-239576809.html,smart watch
"Alpine Loop Strap For Apple Watch Band 49mm 46mm 44mm 45mm 42mm Nylon Bracelet - Orange,Black,Green","UGX 60,000","UGX 30,000 - UGX 58,000",50%,,,https://www.jumia.ug/generic-alpine-loop-strap-for-apple-watch-band-49mm-46mm-44mm-45mm-42mm-nylon-bracelet-orangeblackgreen-255755546.html,smart watch
HD Curved Tempered Glass-Xiaomi Poco C3,,"UGX 32,000",,,,https://www.jumia.ug/hd-curved-tempered-glass-xiaomi-poco-c3-generic-mpg86416.html,smart watch
